"start","tracker_item_id","change_date","field_name","old_value","new_value"
"===",3546,"2015-01-13 21:58:54.303944+00","forwgmreviewby","None","FHIR Core"
"===",3546,"2015-02-27 22:36:07.995554+00","assignee","None","Richard Ettema"
"===",3546,"2015-02-27 22:36:07.995554+00","assignee","Nobody ","Removed"
"===",3546,"2015-02-27 22:36:07.995554+00","close_date","None","2015-02-27 17:36:08"
"===",3546,"2015-02-27 22:36:07.995554+00","status","Approved","Applied"
"===",3546,"2015-02-27 22:36:07.995554+00","ballotresolution","None","Persuasive"
"===",3546,"2015-02-27 22:36:07.995554+00","status_id","1","0"
"===",3547,"2014-09-21 15:47:32.251953+00","_created_","","shortest length or longest length?"
"===",3547,"2014-09-21 19:56:12.115391+00","Waiting For","Assignee(s)","None"
"===",3547,"2014-09-21 19:56:12.115391+00","status","Submitted","Triaged"
"===",3547,"2014-09-21 19:56:12.115391+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3547,"2014-09-21 19:56:12.115391+00","resources64","None","Profile"
"===",3547,"2014-10-22 19:24:31.615259+00","resources","Profile","Profile"
"===",3547,"2014-10-22 19:24:31.615259+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3547,"2014-10-23 00:32:42.614607+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3547,"2014-10-23 00:32:42.614607+00","resources","Profile","Profile"
"===",3547,"2014-11-05 22:09:07.613581+00","status","Triaged","Approved"
"===",3547,"2014-11-17 06:49:03.820955+00","assignee","None","Lloyd McKenzie"
"===",3547,"2014-11-17 06:49:03.820955+00","assignee","Nobody ","Removed"
"===",3547,"2015-02-12 10:48:55.437758+00","preapplied","None","Yes"
"===",3548,"2014-09-21 15:48:27.734499+00","_created_","","A typo in a definition within profile.xsd"
"===",3548,"2014-09-21 19:59:06.682769+00","Waiting For","Assignee(s)","None"
"===",3548,"2014-09-21 19:59:06.682769+00","status","Submitted","Approved"
"===",3548,"2014-09-21 19:59:06.682769+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3548,"2014-09-21 19:59:06.682769+00","resources64","None","Profile"
"===",3548,"2014-10-12 10:40:50.558175+00","close_date","","2014-10-12 21:40:51"
"===",3548,"2014-10-12 10:40:50.558175+00","status","Approved","Applied"
"===",3548,"2014-10-12 10:40:50.558175+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3548,"2014-10-12 10:40:50.558175+00","resources64","Profile","Profile"
"===",3548,"2014-10-12 10:40:50.558175+00","status_id","1","0"
"===",3548,"2014-10-15 11:08:09.675263+00","resources","Profile","Profile"
"===",3548,"2014-10-15 11:08:09.675263+00","backwardcompatible45","None","Yes"
"===",3548,"2014-10-15 11:08:09.675263+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3549,"2014-09-21 15:49:18.486009+00","_created_","","A typo in a definition within conformance.xsd"
"===",3549,"2014-09-21 20:00:31.290062+00","Waiting For","Assignee(s)","None"
"===",3549,"2014-09-21 20:00:31.290062+00","status","Submitted","Approved"
"===",3549,"2014-09-21 20:00:31.290062+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3549,"2014-09-21 20:00:31.290062+00","resources64","None","Conformance"
"===",3549,"2014-10-13 06:14:13.076296+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3549,"2014-10-13 06:14:13.076296+00","resources","Conformance","Conformance"
"===",3549,"2014-10-13 06:14:55.532438+00","close_date","","2014-10-13 17:14:55"
"===",3549,"2014-10-13 06:14:55.532438+00","status","Approved","Applied"
"===",3549,"2014-10-13 06:14:55.532438+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3549,"2014-10-13 06:14:55.532438+00","resources","Conformance","Conformance"
"===",3549,"2014-10-13 06:14:55.532438+00","status_id","1","0"
"===",3549,"2014-10-15 11:08:16.611745+00","resources","Conformance","Conformance"
"===",3549,"2014-10-15 11:08:16.611745+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3549,"2014-10-15 11:08:16.611745+00","backwardcompatible45","None","Yes"
"===",3558,"2014-09-22 19:17:23.314638+00","_created_","","Put id element back inside "
"===",3558,"2014-09-24 01:29:31.432222+00","Waiting For","Assignee(s)","None"
"===",3558,"2014-09-24 01:29:31.432222+00","status","Submitted","Triaged"
"===",3558,"2014-09-24 01:29:31.432222+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3558,"2014-09-24 01:29:31.432222+00","htmlpage","formats","formats"
"===",3558,"2014-11-17 06:37:48.140805+00","close_date","None","2014-11-17 17:37:48"
"===",3558,"2014-11-17 06:37:48.140805+00","status","Triaged","Applied"
"===",3558,"2014-11-17 06:37:48.140805+00","backwardcompatible45","None","No"
"===",3558,"2014-11-17 06:37:48.140805+00","status_id","1","0"
"===",3559,"2014-09-22 19:19:33.921128+00","_created_","","Rename Resource() to Reference()"
"===",3559,"2014-09-24 01:28:53.336269+00","Waiting For","Assignee(s)","None"
"===",3559,"2014-09-24 01:28:53.336269+00","status","Submitted","Triaged"
"===",3559,"2014-09-24 01:28:53.336269+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3559,"2014-09-24 01:28:53.336269+00","htmlpage","references","references"
"===",3559,"2014-09-28 23:48:44.900609+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3559,"2014-09-28 23:48:44.900609+00","htmlpage","references","references"
"===",3559,"2014-09-28 23:57:46.932383+00","close_date","","2014-09-28 17:57:47"
"===",3559,"2014-09-28 23:57:46.932383+00","status","Triaged","Applied"
"===",3559,"2014-09-28 23:57:46.932383+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3559,"2014-09-28 23:57:46.932383+00","htmlpage","references","references"
"===",3559,"2014-09-28 23:57:46.932383+00","status_id","1","0"
"===",3559,"2014-09-29 00:07:05.467484+00","close_date","2014-Sep-28 17:57:46",""
"===",3559,"2014-09-29 00:07:05.467484+00","status","Applied","Triaged"
"===",3559,"2014-09-29 00:07:05.467484+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3559,"2014-09-29 00:07:05.467484+00","htmlpage","references","references"
"===",3559,"2014-09-29 00:07:05.467484+00","status_id","0","1"
"===",3559,"2014-10-23 00:10:06.752954+00","preapplied","None","Yes"
"===",3559,"2014-10-23 00:10:06.752954+00","htmlpage","references","references"
"===",3559,"2014-10-23 00:10:06.752954+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3559,"2014-11-05 21:16:18.15889+00","close_date","2014-Sep-28 17:57:46","2014-11-05 14:16:18"
"===",3559,"2014-11-05 21:16:18.15889+00","status","Triaged","Applied"
"===",3559,"2014-11-05 21:16:18.15889+00","status_id","1","0"
"===",3562,"2014-09-23 05:46:18.533268+00","_created_","","FHIR schemas missing namespace"
"===",3562,"2014-10-15 11:54:42.463968+00","backwardcompatible45","None","No"
"===",3562,"2014-10-15 11:54:42.463968+00","reviewingworkgroup67","FHIR Tooling/Pubs","FHIR Core Team"
"===",3562,"2014-10-15 11:54:42.463968+00","status","Submitted","Triaged"
"===",3562,"2014-10-15 11:54:42.463968+00","htmlpage","(schemas/schematrons)","(schemas/schematrons)"
"===",3562,"2014-10-15 11:54:42.463968+00","Waiting For","Assignee(s)","None"
"===",3562,"2015-01-13 22:33:09.016056+00","status_id","1","0"
"===",3562,"2015-01-13 22:33:09.016056+00","status","Triaged","Rejected"
"===",3562,"2015-01-13 22:33:09.016056+00","close_date","None","2015-01-14 09:33:09"
"===",3581,"2014-09-24 21:15:36.257082+00","_created_","","Update RelatedPerson to support interoperability"
"===",3581,"2014-09-24 23:38:03.427396+00","status","Submitted","Triaged"
"===",3581,"2014-09-24 23:38:03.427396+00","reviewingworkgroup68","Patient Administration","Patient Administration"
"===",3581,"2014-09-24 23:38:03.427396+00","resources64","RelatedPerson","RelatedPerson"
"===",3581,"2014-09-26 18:57:25.709179+00","reviewingworkgroup68","Patient Administration","Patient Administration"
"===",3581,"2014-09-26 18:57:25.709179+00","resources64","RelatedPerson","RelatedPerson"
"===",3581,"2014-09-29 01:38:08.379177+00","reviewingworkgroup68","Patient Administration","Patient Administration"
"===",3581,"2014-09-29 01:38:08.379177+00","resources64","RelatedPerson","RelatedPerson"
"===",3581,"2014-10-06 20:08:35.489381+00","status","Triaged","Waiting for Input"
"===",3581,"2014-10-06 20:08:35.489381+00","reviewingworkgroup67","Patient Administration","Patient Administration"
"===",3581,"2014-10-06 20:08:35.489381+00","resources64","RelatedPerson","RelatedPerson"
"===",3581,"2014-10-10 04:21:46.904536+00","reviewingworkgroup67","Patient Administration","Patient Administration"
"===",3581,"2014-10-10 04:21:46.904536+00","resources64","RelatedPerson","RelatedPerson"
"===",3581,"2014-10-20 19:37:31.617024+00","resources","RelatedPerson","RelatedPerson"
"===",3581,"2014-10-20 19:37:31.617024+00","status","Waiting for Input","Approved"
"===",3581,"2014-10-20 19:37:31.617024+00","reviewingworkgroup67","Patient Administration","Patient Administration"
"===",3581,"2014-12-07 15:22:28.784478+00","status","Approved","Waiting for Input"
"===",3581,"2015-01-13 22:33:35.953014+00","forwgmreviewby","None","PA"
"===",3581,"2015-01-30 20:59:43.783537+00","status","Waiting for Input","Triaged"
"===",3581,"2015-02-23 20:40:49.046942+00","status","Triaged","Approved"
"===",3581,"2015-03-16 03:43:53.911721+00","status_id","1","0"
"===",3581,"2015-03-16 03:43:53.911721+00","close_date","None","2015-03-16 14:43:53"
"===",3581,"2015-03-16 03:43:53.911721+00","status","Approved","Applied"
"===",3585,"2014-09-25 21:48:18.781101+00","_created_","","""Operations"" need a clearer namespacing policy to avoid clashes"
"===",3585,"2014-09-27 01:55:50.09382+00","Waiting For","Assignee(s)","None"
"===",3585,"2014-09-27 01:55:50.09382+00","status","Submitted","Triaged"
"===",3585,"2014-09-27 01:55:50.09382+00","reviewingworkgroup68","None","FHIR Core Team"
"===",3585,"2014-09-27 01:55:50.09382+00","resources64","None","Conformance"
"===",3585,"2014-10-13 05:41:40.766502+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3585,"2014-10-13 05:41:40.766502+00","resources64","Conformance","Conformance"
"===",3585,"2015-01-13 22:36:07.702155+00","forwgmreviewby","None","FHIR Core"
"===",3585,"2015-01-20 17:15:01.040804+00","close_date","None","2015-01-20 17:15:01"
"===",3585,"2015-01-20 17:15:01.040804+00","status","Triaged","Explained -nochange"
"===",3585,"2015-01-20 17:15:01.040804+00","status_id","1","0"
"===",3587,"2014-09-26 20:04:41.749566+00","_created_","","Describe ""set"" semantics for tags"
"===",3587,"2014-09-27 01:26:37.495139+00","Waiting For","Assignee(s)","None"
"===",3587,"2014-09-27 01:26:37.495139+00","status","Submitted","Triaged"
"===",3587,"2014-09-27 01:26:37.495139+00","reviewingworkgroup68","None","ITS,FHIR Core Team"
"===",3587,"2014-09-27 01:26:37.495139+00","htmlpage","None","extras"
"===",3587,"2014-10-01 23:38:24.77792+00","reviewingworkgroup67","ITS,FHIR Core Team","Modeling &amp; Methodology"
"===",3587,"2014-10-01 23:38:24.77792+00","htmlpage","extras","extras"
"===",3587,"2014-10-02 03:12:34.826337+00","reviewingworkgroup67","Modeling &amp; Methodology","ITS"
"===",3587,"2014-10-02 03:12:34.826337+00","htmlpage","extras","extras"
"===",3587,"2014-10-02 23:00:12.83052+00","reviewingworkgroup67","ITS","ITS"
"===",3587,"2014-10-02 23:00:12.83052+00","htmlpage","extras","extras"
"===",3587,"2015-01-14 05:40:50.47747+00","forwgmreviewby","None","FHIR Core"
"===",3587,"2015-01-20 19:19:36.461343+00","status","Triaged","Approved"
"===",3587,"2015-03-14 18:05:13.872463+00","status_id","1","0"
"===",3587,"2015-03-14 18:05:13.872463+00","status","Approved","Applied"
"===",3587,"2015-03-14 18:05:13.872463+00","close_date","None","2015-03-15 05:05:13"
"===",3588,"2014-09-29 08:29:43.074415+00","_created_","","Clarify tag list/set and tag equivalence"
"===",3588,"2014-09-29 13:17:41.110887+00","Waiting For","Assignee(s)","None"
"===",3588,"2014-09-29 13:17:41.110887+00","status","Submitted","Triaged"
"===",3588,"2014-09-29 13:17:41.110887+00","reviewingworkgroup68","FHIR Core Team","FHIR Core Team"
"===",3588,"2014-09-29 13:17:41.110887+00","htmlpage","extras","extras"
"===",3588,"2015-01-14 03:34:42.208676+00","forwgmreviewby","None","FHIR Core"
"===",3588,"2015-01-20 19:20:47.346001+00","duplicate","None","Describe ""set"" semantics for tags"
"===",3588,"2015-01-20 19:20:47.346001+00","duplicate","None","Describe ""set"" semantics for tags"
"===",3588,"2015-01-20 19:20:47.346001+00","status","Triaged","Approved"
"===",3588,"2015-01-20 19:20:47.346001+00","status","Triaged","Approved"
"===",3588,"2015-03-14 18:06:13.176012+00","close_date","None","2015-03-15 05:06:13"
"===",3588,"2015-03-14 18:06:13.176012+00","status","Approved","Applied"
"===",3588,"2015-03-14 18:06:13.176012+00","status_id","1","0"
"===",3591,"2014-09-30 02:05:23.490035+00","_created_","","Versionless updates should be permitted"
"===",3591,"2014-09-30 03:09:40.385348+00","Waiting For","Assignee(s)","None"
"===",3591,"2014-09-30 03:09:40.385348+00","status","Submitted","Triaged"
"===",3591,"2014-09-30 03:09:40.385348+00","reviewingworkgroup68","ITS","FHIR Core Team"
"===",3591,"2014-09-30 03:09:40.385348+00","htmlpage","http","resources"
"===",3591,"2014-10-23 06:55:53.767558+00","reviewingworkgroup67","FHIR Core Team","FHIR Core Team"
"===",3591,"2014-10-23 06:55:53.767558+00","htmlpage","resources","resources"
"===",3591,"2014-10-23 06:55:53.767558+00","preapplied","None","Yes"
"===",3591,"2014-10-23 06:55:53.767558+00","backwardcompatible45","None","No"
"===",3591,"2015-01-13 23:12:18.733144+00","forwgmreviewby","None","FHIR Core"
"===",3591,"2015-03-18 04:02:13.321203+00","status","Triaged","Ready for Vote"
"===",3591,"2015-03-21 23:19:00.771162+00","close_date","None","2015-03-21 19:19:00"
"===",3591,"2015-03-21 23:19:00.771162+00","status_id","1","0"
"===",3591,"2015-03-21 23:19:00.771162+00","ballotresolution","None","Persuasive"
"===",3591,"2015-03-21 23:19:00.771162+00","status","Ready for Vote","Applied"
"===",3592,"2014-09-30 02:08:29.687102+00","_created_","","Encounter.indication cardinality and type"
"===",3592,"2014-09-30 02:20:05.672731+00","Waiting For","Assignee(s)","None"
"===",3592,"2014-09-30 02:20:05.672731+00","resources64","Encounter","Encounter"
"===",3592,"2014-09-30 03:08:18.320215+00","status","Submitted","Triaged"
"===",3592,"2014-09-30 03:08:18.320215+00","reviewingworkgroup68","None","Patient Administration"
"===",3592,"2014-09-30 03:08:18.320215+00","resources64","Encounter","Encounter"
"===",3592,"2014-12-08 21:06:08.457921+00","preapplied","None","Yes"
"===",3592,"2014-12-08 21:06:08.457921+00","status","Triaged","Waiting for Input"
"===",3592,"2015-01-13 23:12:47.92457+00","forwgmreviewby","None","PA"
"===",3592,"2015-01-30 20:58:35.900786+00","status","Waiting for Input","Triaged"
"===",3592,"2015-02-23 20:57:42.543203+00","status","Triaged","Approved"
"===",3592,"2015-03-11 05:18:20.394984+00","targetrelease","2.0.6","DSTURelease2"
"===",3592,"2015-03-11 05:18:20.394984+00","ballotresolution","None","Persuasive with Mod"
"===",3592,"2015-03-11 05:18:20.394984+00","backwardcompatible45","None","Yes"
"===",3592,"2015-03-11 08:42:38.163018+00","close_date","None","2015-03-11 19:42:38"
"===",3592,"2015-03-11 08:42:38.163018+00","status_id","1","0"
"===",3592,"2015-03-11 08:42:38.163018+00","status","Approved","Applied"
"===",3598,"2014-09-30 23:14:34.541093+00","_created_","","Add support for multiple designations on concepts"
"===",3598,"2014-09-30 23:16:57.778664+00","Waiting For","Assignee(s)","None"
"===",3598,"2014-09-30 23:16:57.778664+00","resources64","ValueSet","ValueSet"
"===",3598,"2014-10-15 11:55:10.572891+00","resources","ValueSet","ValueSet"
"===",3598,"2014-10-15 11:55:10.572891+00","status","Submitted","Triaged"
"===",3598,"2014-10-15 11:55:10.572891+00","reviewingworkgroup67","None","Vocabulary"
"===",3598,"2015-01-13 23:13:08.627375+00","forwgmreviewby","None","Vocab"
"===",3600,"2014-10-01 17:59:21.731406+00","_created_","","Consistent modeling approach for body site"
"===",3600,"2014-10-01 18:44:24.093276+00","Waiting For","Assignee(s)","None"
"===",3600,"2014-10-01 18:44:24.093276+00","reviewingworkgroup67","Patient Care,Pharmacy,FHIR Core Team","Orders &amp; Observations,Patient Care,Pharmacy"
"===",3600,"2014-10-01 18:44:24.093276+00","resources64","Procedure,Observation,Condition","Procedure,Observation,Condition"
"===",3600,"2014-10-01 18:45:32.438176+00","status","Submitted","Triaged"
"===",3600,"2014-10-01 18:45:32.438176+00","reviewingworkgroup67","Orders &amp; Observations,Patient Care,Pharmacy","Orders &amp; Observations,Patient Care,Pharmacy"
"===",3600,"2014-10-01 18:45:32.438176+00","resources64","Procedure,Observation,Condition","Procedure,Observation,Condition"
"===",3600,"2014-10-01 20:51:15.703447+00","reviewingworkgroup67","Orders &amp; Observations,Patient Care,Pharmacy","Orders &amp; Observations,Patient Care,Pharmacy"
"===",3600,"2014-10-01 20:51:15.703447+00","resources64","Procedure,Observation,Condition","Procedure,Observation,Condition"
"===",3600,"2014-10-01 23:33:41.040126+00","reviewingworkgroup67","Orders &amp; Observations,Patient Care,Pharmacy","Orders &amp; Observations,Patient Care,Pharmacy,Clinical Quality Information,Clinical Decision Support"
"===",3600,"2014-10-01 23:33:41.040126+00","resources64","Procedure,Observation,Condition","Procedure,Observation,Condition"
"===",3600,"2014-10-14 01:28:00.541622+00","reviewingworkgroup67","Orders &amp; Observations,Patient Care,Pharmacy,Clinical Quality Information,Clinical Decision Support","Orders &amp; Observations,Patient Care,Pharmacy,Clinical Quality Information,Clinical Decision Support"
"===",3600,"2014-10-14 01:28:00.541622+00","resources","Procedure,Observation,Condition","Procedure,Observation,Condition"
"===",3600,"2014-11-20 19:37:53.038532+00","status","Triaged","Approved"
"===",3600,"2015-01-13 23:16:33.230634+00","forwgmreviewby","None","MnM"
"===",3600,"2015-01-29 16:35:24.473577+00","resources71","Observation,Procedure,Condition","Observation,Procedure,Specimen,Condition"
"===",3601,"2014-10-02 00:06:44.785447+00","_created_","","Java: Split StringType into StringType and TextType"
"===",3601,"2014-10-02 00:13:10.826727+00","Waiting For","Assignee(s)","None"
