"start","tracker_item_id","comment_date","comment","submitted_by"
"===",5165,"2015-03-15 08:55:28.765758+00","<p>
Uses of Quantity and derivation, along with whether it should have comparator or not (editor's guess):</p>

<p>
Quantity</p>

<p>
Range.low/.high - no<br />
Ratio.numerator - yes<br />
Ratio.denominator - no<br />
SampledData.origin - no<br />
Supply.quantity - probably no<br />
Group.Characteristic.valueQuantity - yes<br />
Claim.item.quantity - probably no<br />
Claim.item.detail.quantity - probably no<br />
CarePlan.activity.simple.dailyAmount - yes?<br />
CarePlan.activity.simple.quantity - no?<br />
Substance.instance.quantity - no?<br />
QuestionnaireAnswers.group.question.answer.valueQuantity - yes<br />
BodySite.relativeLocation.distance - yes. But should be Distance not Quantity<br />
Observation.valueQuantity - yes<br />
Observation.referenceRange.low - yes<br />
Observation.referenceRange.high - yes<br />
MedicationDispense.quantity - no?<br />
MedicationDispense.daysSupply - ??<br />
MedicationDispense.dosageInstruction.doseQuantity - yes?<br />
MedicationPrescription.dosageInstruction.doseQuantity - yes?<br />
MedicationPrescription.dispense.quantity - no<br />
MedicationStatement.dosage.quantity - yes<br />
VisionPrescription,dispense.duration - (should be Duration not Quantity): no?<br />
Immunization/doseQuantity - no?<br />
Medication.package.content.amount - no <br />
MedicationAdministration.dosage.quantity - no?<br />
NutritionOrder.oralDiet.nutrient.amount - yes?<br />
NutritionOrder.supplement.quantity - yes?<br />
NutritionOrder.enteralFormula.caloricDensity - no? <br />
NutritionOrder.enteralFormula.quantity - no?<br />
NutritionOrder.enteralFormula.rateAdjustment - no<br />
NutritionOrder.enteralFormula.maxVolumeToDeliver - no <br />
Specimen.collection.quantity - yes<br />
Specimen.container.capacity - no<br />
Specimen.container.specimenQuantity - yes</p>

<p>
Age<br />
Condition.onsetAge - yes<br />
Condition.abatementAge - yes<br />
FamilyHistory.relation.ageAge - yes<br />
FamilyHistory.relation.deceasedAge - yes<br />
FamilyHistory.relation.condition.onsetAge - yes</p>

<p>
Money<br />
Claim.item.unitPrice - no<br />
Claim.item.net - no<br />
Claim.item.detail.unitPrice - no<br />
Claim.item.detail.net - no<br />
Claim.item.detail.subdetail.unitPrice - no<br />
Claim.item.detail.subdetail.net - no<br />
PaymentReconciliation.detail.amount - no<br />
PaymentReconciliation.total - no<br />
ClaimResponse.item.adjudication.amount - no<br />
ClaimResponse.item.detail.adjudication.amount - no<br />
ClaimResponse.item.detail.subDetail.adjudication.amount - no<br />
ClaimResponse.addItem.fee - no<br />
ClaimResponse.addItem.adjudication.amount - no<br />
ClaimResponse.addItem.detail.fee - no<br />
ClaimResponse.addItem.detail.adjudication.amount - no<br />
ClaimResponse.totalCost - no<br />
ClaimResponse.unallocDeductable - no<br />
ClaimResponse.totalBenefit - no<br />
ClaimResponse.paymentAdjustment - no<br />
ClaimResponse.paymentAmount - no<br />
Contract.valuedItem.unitPrice - no?<br />
Contract.valuedItem.net - no?<br />
Contract.term.valuedItem.unitPrice - no?<br />
Contract.term.valuedItem.net - no?</p>

<p>
Duration<br />
AllergyIntolerance.event.duration - yes<br />
MedicationPrescription.dispense.expectedSupplyDuration - no?<br />
Encounter.length - yes</p>

<p>
 </p>
",150
"===",5165,"2015-03-15 14:01:38.355862+00","<p>
Only one that should use the new type - within the 80% - is Observation.value</p>

<p>
 </p>

<p>
Ratio.numerator - possibly.  Does comparator get used in lab with titres, etc.?Group.Characteristic.valueQuantity - no - use valueRange instead<br />CarePlan.activity.simple.dailyAmount - no - though should probably be edited to refer to maximum quantity<br />QuestionnaireAnswers.group.question.answer.valueQuantity - Can add the new type as well, but not sure it's in the 80%</p>

<p>
BodySite.relativeLocation.distance - no - not in the 80%.  (Margins would be Observation.value[x])<br />
Observation.valueQuantity - yes<br />
Observation.referenceRange.low &amp; high - no.  A reference range is a fixed boundary<br />
MedicationDispense.dosageInstruction.doseQuantity - no.  Would use range if necessary<br />
MedicationPrescription.dosageInstruction.doseQuantity - no.  Would use range if necessary<br />
MedicationStatement.dosage.quantity - no.  Would use range if necessary<br />
NutritionOrder.oralDiet.nutrient.amount - ??.  Should probably allow range here too.<br />
NutritionOrder.supplement.quantity - ??.  Should probably allow range here too<br />
Specimen.collection.quantity - yes.  No opinion<br />
Specimen.container.specimenQuantity - yes.  No opinion</p>

<p>
Age<br />
Condition.onsetAge - no - add string and/or range (for 80%)<br />
Condition.abatementAge - no - add string and/or range (for 80%)<br />
FamilyHistory.relation.ageAge - no - use range or string<br />
FamilyHistory.relation.deceasedAge - no - use range or string<br />
FamilyHistory.relation.condition.onsetAge - no - use range or string</p>

<p>
Duration<br />AllergyIntolerance.event.duration - no.  The granularity of days, weeks, months, years is sufficient to deal with uncertainty.<br />Encounter.length - no - Encounters have a specific duration.  Don't think uncertainty is in the 80% and if it were, would use Range.</p>
",105
"===",5165,"2015-03-15 15:52:19.763911+00","<p>
The committee didn't choose a name for this new data type. Introducing a new name at this point would have dramatic consequences for the specification, and for the Observation resource. The notion of changing the name needs to be discussed with OO prior to applying this task</p>
",150
"===",5165,"2015-03-15 19:07:03.730675+00","<p>
True any change here is a lot of hassle for editing Observation - although that should not preclude it if is necessary.  </p>

<p>
I would rather not change it at all.</p>

<p>
I would certainly rather not have a another flavor of quantitative values ie a new datatype.  Could you move the idea of unbounded to Range and at the  concept of  a comparator there since need to differentiate bewteen  &gt; and &gt;=,   and &lt; and &lt;=</p>

<p>
i.e.  </p>

<p>
range.low.comparator  ( &lt;|&lt;=)</p>

<p>
range.low.value  (quantity)</p>

<p>
etc.</p>

<p>
that messes up Observation.referenceRange whuich would have to become  type = Range</p>

<p>
 </p>

<p>
BTW lloyd is incorrect:""<em> Observation.referenceRange.low &amp; high - no.  A reference range is a fixed boundary  ""</em> is not entirely true -  frar many ""threshold ""  tests a reference range could be &lt;10  </p>

<p>
 </p>
",2711
"===",5165,"2015-03-15 23:46:39.268859+00","<p>
But wouldn't &lt;10 be shown by specifying a high value of 10 and no low?  (Agree there's a need to distinguish &lt; vs. &lt;=.)</p>
",105
"===",5166,"2015-01-19 18:12:36.437593+00","<p>Discussion in PA WGM:</p>

<p>This property describes the organisation that ""owns"" this encounter record (customdian), rather than the team performing the care. The team perfoming the care comes from the participant on the encounter, which also includes the role of the participant in the encounter (and the practioner record would define the team).</p>

<p>This is similar to the custodian concept from v3.</p>

<p>Suggest that we change the description from ""<strong>Department or team providing care</strong>"" to</p>

<p>""The custodian organization of this Encounter record.""</p>

<p>""An organization that is in charge of maintaining the information of this Encounter (e.g., who maintains the report or the master service catalog item, etc.). This MAY be the same as the organization on the Patient record, however it could be different. This MAY not be not the Service Delivery Location's Organization.""</p>

<p>Discussion also occurred to consider the removal of this property entirely.</p>

<p>Only remaining discussed issue with removing the property was if the Custodian Organisation on the Patient changes if that should also apply to all related Episodes.</p>
",2909
"===",5167,"2015-02-25 06:32:48.267307+00","<p>
Will use repeating ""bodySite"" element with nested site[x] with choice of CodeableConcept or Reference(BodySite)</p>
",105
"===",5170,"2015-03-01 20:28:43.797564+00","<p>
Clarified as part of the rework of Structure Definition</p>
",150
"===",5171,"2015-03-15 10:22:39.845336+00","<p>
svn revision 4531: add a summary table to the life cycle page based on what is entered in the spreadsheet</p>
",150
"===",5172,"2015-03-01 20:27:58.589111+00","<p>
Add a note about this search option to the search page</p>
",150
"===",5172,"2015-03-14 12:06:35.607935+00","<p>
svn revision 4516</p>
",150
"===",5173,"2015-03-09 23:31:57.360678+00","<p>
Mark agreed to defer to a subsequent release.</p>
",105
"===",5175,"2015-03-15 16:15:50.986129+00","<p>
Under another task, created a subsystem for making group decisions on this explicit. close as applied</p>
",150
"===",5177,"2015-01-19 18:22:27.113232+00","<p>Agreed by Workgroup, change as described.</p>
",2909
"===",5179,"2015-02-08 17:26:14.400951+00","<p>
assigned to PC as well since this is more of a PC question</p>
",2711
"===",5180,"2015-03-04 00:00:00.387906+00","<p>
see also 5707</p>
",150
"===",5180,"2015-03-05 23:45:00.094874+00","<p>
recording that something that did not happen - is based on something that ""should have occurred"".  In Care Plan and Order Response have a means to say ""no"" and why something was not done.  Alternative - can add a negation like indicator. if something is not done - usually captured in the notes.  Is there someway to capture this in a more structured way? for example for quality measures.  Want the ability to capture a sub-action.</p>
",2210
"===",5181,"2015-03-14 12:03:44.589174+00","<p>
fixed in RI and build tool</p>
",150
"===",5182,"2015-03-16 02:43:16.141583+00","<p>
Allow things to be listed more than one time on the other pages, but not in resource list (space is precious)</p>
",150
"===",5184,"2015-01-19 20:17:06.103309+00","<p>The discussion covered the differences between planned and pending were important in this context, and plan to keep the existing definition.</p>

<p>The term ""pending"" in this context implies an inderminant timeline, which is not intended by this status.</p>

<p> </p>
",2909
"===",5185,"2015-01-21 00:09:27.416019+00","<p>From a purely technical perspective, it seems like a &lt;Link&gt; element within an ATOM feed with a rel value of ""self"" would do the trick (RFC 4287).</p>

<p>Let's assume, however, for a moment that Patient/Person is just a special use case that needs to be accounted for. I think that it is important to consider who is going to be doing the linking of disparate patient resources. I'm extremely skeptical that this would be healthcare providers. Rather, I believe that the patient or a proxy for the patient would do any and all linking. They would do so via the key identifiers that the organization provides to them e.g. log-in username/id. To meet the aggregation use case, it seems like the resource should be something more along the lines of ""Account List"" vs. ""Person"". The ""Account List"" resource would track the organizations (and/or FHIR Servers) where the patient has information. It would also then include key information that facilitates the linking (which wouldn't necessarily be demographics).</p>
",3032
"===",5185,"2015-01-22 15:29:18.349014+00","<p>
MnM review: We use different mechanisms based on use-case.  For ""master person indexes"", having a Person resource makes sense.  For terminologies, we have ConceptMap.  For some resources, there may be an explicit ""replaces"" relationship.  We can also define equivalences via extension, etc.  It doesn't appear that we can (or should) attempt to apply a one size fits all solution.  Balloter has asked for more discussion within PA.</p>
",105
"===",5185,"2015-01-22 21:01:47.199684+00","<p>From discussion in the PA WGM, The real differentiation between Patient.Link and Person.Link is that Patient.Link is <em>usually</em> considered internal Patient references, and managed internally.</p>

<p>Whereas Person.Link is to be used for external Person registries, such as membership systems. Another factor influency the design is that the ""Person managing system"" may not have write access into the Patient system.</p>

<p>We should add in a new section above Person and Linking titled ""Patient vs Person"" and include additional guidance (covering what is mentioned above).</p>

<p>There will remain some ambiguity between see also and Person Linkages.</p>

<p>The section also needs to cover what implications this could have on a client applications searching for patient/person.</p>
",2909
"===",5187,"2015-01-19 20:37:10.917692+00","<p>We agree that the current text is not as clear as it could be.</p>

<p>Change to:</p>

<p>""An individual has identity outside of a healthcare setting.""</p>

<p> </p>
",2909
"===",5188,"2015-01-19 20:55:05.778759+00","<p>Workgroup feels that the current text is clearer.</p>

<p>The resource is NOT an aggreggation, it is a linkage style resource.</p>

<p> </p>
",2909
"===",5189,"2015-01-19 21:03:50.470073+00","<p>The Workgroup understands this comment, and will remove the offending sentence</p>

<p>""~~Additionally, a person resource may be used by organizations to allow patients to manage their demographic data while maintaining stricter control of the associated patient resource data.""</p>

<p>And insert a new paragraph after section 5.3.6 to describe a Client Portal use case, where this text is relevant.</p>

<p> </p>
",2909
